RUBRIC,NUMBER,COURSE_TITLE,CREDIT_HOUR,LEVEL
ACCT,2301,PRINCIPLES OF ACCOUNTING I,3,2
ACCT,2302,PRINCIPLES OF ACCOUNTING II,3,2
ACCT,3331,MANAGERIAL ACCOUNTING,3,3
ACCT,3332,FINANCIAL REPORTING & ANALY,3,3
ACCT,3333,COST ACCOUNTING,3,3
ACCT,3341,INTERMEDIATE ACCOUNTING I,3,3
ACCT,3342,INTERMEDIATE ACCOUNTING II,3,3
ACCT,4331,FEDERAL TAXATION INDIVIDUALS,3,4
ACCT,4332,FINANCIAL INFORMATION SYSTEMS,3,4
ACCT,4336,PRINCIPLES OF AUDITING,3,4
ACCT,4337,BUSINESS EVALUATION,3,4
ACCT,4341,AUDITING I,3,4
ACCT,4342,GOVT & NOT FOR PROFIT ACCT,3,4
ACCT,4343,UNDERSTANDING FINANCIAL STATEM,3,4
ACCT,4344,OIL & GAS ACCOUNTING,3,4
ACCT,4345,SOFTWARE APPLS IN AUDITING,3,4
ACCT,4346,BUSINESS ETHICS FOR ACCOUNTANT,3,4
ACCT,4352,ADVANCED FINANCIAL ACCOUNTING,3,4
ACCT,4353,FEDERAL TAX OF BUS ENTITIES,3,4
ACCT,4361,INTERNATIONAL ACCOUNTING,3,4
ACCT,4379,INTERNSHIP IN ACCOUNTING,3,4
ACCT,4389,INDT STUDY IN ACCOUNTING,3,4
ACCT,4391,SELECTED TOPICS IN ACCOUNTING,3,4
ACCT,5031,ACCOUNTING CONCEPTS FOR MGRS,3,5
ACCT,5131,ACCT FOR ADMINISTRATIVE CONTRL,3,5
ACCT,5133,FINANCIAL ACCOUNTING I,3,5
ACCT,5134,FINANCIAL ACCOUNTING II,3,5
ACCT,5137,PRINCIPLES OF AUDITING,3,5
ACCT,5231,INDIVIDUAL INCOME TAX,3,5
ACCT,5234,CORPORATE & PASS THROUGH ENTIT,3,5
ACCT,5331,ACCT ANALYSIS FOR MGMT DECI,3,5
ACCT,5332,ACCT INFORMATION SYSTEMS,3,5
ACCT,5333,FNDMNTALS OF DB DESIGN AND DEV,3,5
ACCT,5334,ADV DATABASE APPLICATIONS DEV,3,5
ACCT,5335,INFO SYST AUDIT & SECURITY,3,5
ACCT,5336,SYSTEMS ANALYSIS AND DESIGN,3,5
ACCT,5431,ADVANCED ACCOUNTING,3,5
ACCT,5432,ACCT FOR GOVT & NOT-FOR-PROFIT,3,5
ACCT,5436,PRINCIPLES OF AUDITING,3,5
ACCT,5437,BUSINESS EVALUATION,3,5
ACCT,5531,INTERNATIONAL ACCOUNTING,3,5
ACCT,5931,RESEARCH TOPICS IN ACCOUNTING,3,5
ACCT,5939,INDT. STU. IN ACCOUNTING,3,5
ACCT,6731,FIN STATE & ACCT INFO QUAL ANA,3,5
ACCT,6732,SEMINAR IN FRAUD EXAM/AUDIT RI,3,5
ACCT,6735,OIL AND GAS ACCOUNTING,3,5
ACCT,6739,INTERNSHIP IN ACCOUNTING,3,5
ACCT,6939,MASTER'S THESIS RESEARCH,3,5
ACCT,6969,MASTER'S THESIS RESEARCH,6,5
ADSU,5010,PROF PREPARATION SEM,1,5
ADSU,5931,RSCH. TOPICS IN ED. LEADERSHIP,3,5
ADSU,5939,INDT. STU. IN ED. LEADERSHIP,3,5
ADSU,6030,INTRO TO ED. LEADERSHIP,3,5
ADSU,6130,ADMINISTRATIVE SYSTEMS,3,5
ADSU,6132,CURRICULUM,3,5
ADSU,6233,PRINCIPALSHIP,3,5
ADSU,6235,ADMN OF SPECIAL PROGRAMS,3,5
ADSU,6237,STUDENT LEGAL MATTERS,3,5
ADSU,6333,INSTRUCTIONAL LEADERSHIP,3,5
ADSU,6432,MANAGEMENT THEORY,3,5
ADSU,6434,ADMN OF SCHOOL PERSONNEL,3,5
ADSU,6436,SCHOOL RESOURCE MANAGEMENT,3,5
ADSU,6437,SCHOOL LAW,3,5
ADSU,6533,APPRAISAL OF TEACHING,3,5
ADSU,6537,INTERPERSONAL COMMUNICATION,3,5
ADSU,6538,"PROGRAM, POLICY AND POLITICS",3,5
ADSU,6638,SCHOOL COMMUNITY RELATIONS,3,5
ADSU,6735,LEADERSHIP RESEARCH SEMINAR,3,5
ADSU,6739,GRADUATE PRACTICUM,3,5
AFSC,1201,FOUNDATIONS OF THE USAF I,2,1
AFSC,1202,FOUNDATIONS OF THE USAF II,2,1
AFSC,2201,EVOLUTION OF AIR POWER I,2,2
AFSC,2202,EVOLUTION OF AIR POWER II,2,2
AFSC,3301,AIR FORCE LEADERSHIP STUDIES I,3,3
AFSC,3302,AIR FORCE LEADERSHIP STU II,3,3
AFSC,3801,FIELD TRAINING,8,3
AFSC,4301,NATIONAL SECURITY AFFAIRS I,3,4
AFSC,4302,NATIONAL SECURITY AFFAIRS II,3,4
ANTH,2346,GENERAL ANTHROPOLOGY,3,2
ANTH,3311,CONTEMPRY CULTRL ANTHROPOLOGY,3,3
ANTH,3352,POLITIC/ECONOMIC ANTHROPOLOGY,3,3
ANTH,3355,TOPICS IN ASIAN STUDIES,3,3
ANTH,3357,TOPICS IN AFRICAN STUDIES,3,3
ANTH,3358,TOPICS IN MIDDLE EAST SOCIETIE,3,3
ANTH,3361,ANTHROPOLOGY OF FOOD,3,3
ANTH,3362,"MEDICINE, BODIES & CULTURE",3,3
ANTH,4301,STUDIES IN CULTURAL DIVERSITY,3,4
ANTH,4302,CAREERS IN ANTHROPOLOGY,3,4
ANTH,4303,ISLAM IN AMERICA,3,4
ANTH,4306,SERVICE LEARNING,3,4
ANTH,4330,CULTURAL STUDY ABROAD,3,4
ANTH,4333,PEOPLES OF MEXICO & CEN AMER,3,4
ANTH,4334,NATIVE AMERICANS,3,4
ANTH,4341,GENDER & SEXUALITY GLBL PERSP,3,4
ANTH,4342,HUMAN RIGHTS & SOCIAL JUSTICE,3,4
ANTH,4343,ANTH PRSPCTVS WORLD RELIGIONS,3,4
ANTH,4351,FAMILIES AND COMMUNITY,3,4
ANTH,4352,WORLD PREHIST AND ARCHAEOLOGY,3,4
ANTH,4364,VISUAL ANTHROPOLOGY,3,4
ANTH,4372,APPLIED QUALITATIVE METH,3,4
ANTH,4389,INDT STUDY IN ANTHROPOLOGY,3,4
ANTH,4391,SELECTED TOPICS,3,4
ANTH,5032,POLITICAL ECONOMY,3,5
ANTH,5333,CULTURES OF MEXICO & CEN AMER,3,5
ANTH,5334,NATIVE AMERICAN CULTURES,3,5
ANTH,5531,"FAM, COMM, & GLOBALIZA.",3,5
ANTH,5535,CULTURES OF ASIA,3,5
ANTH,5537,TOPICS IN AFRICAN STUDIES,3,5
ANTH,5538,CULTURES OF THE MIDDLE EAST,3,5
ANTH,5931,SELECTED TOPICS IN ANTHROP,3,5
ANTH,5939,INDT. STUDY IN ANTHROPOLOGY,3,5
ARTS,1303,WORLD ART SURVEY I,3,1
ARTS,1304,WORLD ART SURVEY II,3,1
ARTS,1311,DESIGN FOUNDATIONS,3,1
ARTS,1316,DRAWING FOUNDATIONS,3,1
ARTS,1325,DRAWING FOR NON-ART MAJORS,3,1
ARTS,1371,PHOTOGRAPHY FOR NON-ART MAJORS,3,1
ARTS,2316,PAINTING,3,2
ARTS,2371,DIGITAL PHOTOGRAPHY,3,2
ARTS,2379,ARTS AND THE CHILD,3,2
ARTS,3310,SCULPTURE,3,3
ARTS,3320,CERAMICS,3,3
ARTS,3331,INTERMEDIATE DRAWING,3,3
ARTS,3333,LIFE DRAWING,3,3
ARTS,3335,INTERMEDIATE PAINTING,3,3
ARTS,3340,PRINTMAKING,3,3
ARTS,3341,FIBERS,3,3
ARTS,3350,ART 1900-1950,3,3
ARTS,3351,ART 1950-PRESENT,3,3
ARTS,3352,TRADITIONAL PHOTOGRAPHY,3,3
ARTS,3355,LATIN AMERICAN ART OF 20TH C,3,3
ARTS,3356,"MEXICAN ART, 1500-PRESENT",3,3
ARTS,3357,HISTORY & THEORY PHOTOGRAPHY,3,3
ARTS,3360,GRAPHIC DESIGN,3,3
ARTS,3365,3D COMPUTER MODELING,3,3
ARTS,3369,ILLUSTRATION,3,3
ARTS,4189,INDT STUDY IN ART,1,4
ARTS,4289,INDT STUDY ART,2,4
ARTS,4300,METHODS IN ELEMENTARY ART,3,4
ARTS,4301,METHODS IN SECONDARY ART,3,4
ARTS,4302,CRAFTS DESIGN,3,4
ARTS,4310,ADVANCED SCULPTURE,3,4
ARTS,4311,PROCESS SCULPTURE,3,4
ARTS,4312,ART ANCIENT IRAQ & NEAR EAST,3,4
ARTS,4315,ART ANCIENT GREEK WORLD,3,4
ARTS,4320,ADVANCED CERAMICS,3,4
ARTS,4321,RAKU,3,4
ARTS,4322,ROMAN ART,3,4
ARTS,4331,ADVANCED DRAWING,3,4
ARTS,4332,ADVANCED LIFE DRAWING,3,4
ARTS,4335,ADVANCED PAINTING,3,4
ARTS,4340,ADVANCED PRINTMAKING,3,4
ARTS,4341,ADVANCED FIBERS,3,4
ARTS,4348,INFORMATION DESIGN,3,4
ARTS,4350,ADVANCED PHOTOGRAPHY,3,4
ARTS,4351,INTERMEDIATE PHOTOGRAPHY,3,4
ARTS,4352,VIDEO ARTS,3,4
ARTS,4358,HISTORY AND THEORY OF GRAPHIC,3,4
ARTS,4363,ADVERTISING DESIGN,3,4
ARTS,4364,MUSEUM STUDIES,3,4
ARTS,4365,3D ANIMATION,3,4
ARTS,4366,PROPAGANDA & PERSUASIVE IMAGES,3,4
ARTS,4368,GRAPHIC NOVEL DESIGN,3,4
ARTS,4369,DIGITAL ILLUSTRATION,3,4
ARTS,4370,GENDER & ID IN THE VISUAL ARTS,3,4
ARTS,4371,RENAISSANCE ART,3,4
ARTS,4372,STUDIES IN WEST EUROPEAN ART,3,4
ARTS,4373,IMPRESSIONISM,3,4
ARTS,4374,MODERN ART,3,4
ARTS,4375,CONTEMPORARY ART,3,4
ARTS,4376,STUDIES IN NON-WESTERN ART,3,4
ARTS,4377,TOPICS IN CONTEMPORARY ART,3,4
ARTS,4389,INDT STUDY IN ARTS,3,4
ARTS,4390,SENIOR SEMINAR IN ART,3,4
ARTS,4391,SELECTED TOPICS IN ART,3,4
ARTS,4392,ARTS INTERNSHIP,3,4
ARTS,5037,STUDIES IN ART HISTORY,3,5
ARTS,5038,CRAFTS DESIGN AND HISTORY,3,5
ARTS,5231,SCULPTURE AND CERAMIC STUDIO,3,5
ARTS,5233,ART ANCIENT IRAQ & NEAR EAST,3,5
ARTS,5234,ART ANCIENT GREEK WORLD,3,5
ARTS,5331,PAINTING-DRAWING-PRINTMAKING,3,5
ARTS,5631,WEAVING STUDIO,3,5
ARTS,5919,INDEPENDENT STUDY IN ART,1,5
ARTS,5931,RESEARCH TOPICS IN ART,3,5
ARTS,5939,INDEPENDENT STUDY IN ART,3,5
ASTR,1103,LAB FOR STARS AND GALAXIES,1,1
ASTR,1104,LAB FOR SOLAR SYSTEM,1,1
ASTR,1303,STARS AND GALAXIES,3,1
ASTR,1304,SOLAR SYSTEM,3,1
ASTR,1373,LIFE IN THE UNIVERSE,3,1
ASTR,2377,LIFE AND THE UNIVERSE,3,2
ASTR,3311,MODERN ASTRONOMY,3,3
ASTR,4311,UNIVERSAL ORIGINS,3,4
ASTR,4312,PRINCIPLES OF ASTROBIOPHYSICS,3,4
ASTR,4391,SELECTED TOPICS,3,4
ASTR,5131,GRADUATE ASTRONOMY,3,5
ASTR,5231,STELLAR STRUCTURE & EVOLUTION,3,5
ASTR,5331,REMOTE SENSING INSTR & TECHN,3,5
ASTR,5431,FUNDAMENTALS OF ASTRODYNAMICS,3,5
ASTR,5432,PERTURBATION METHODS IN ASTRO,3,5
ASTR,5531,PLANETARY SCIENCE,3,5
ASTR,5631,ASTROBIOPHYSICS I,3,5
ASTR,5632,ASTROBIOPHYSICS II,3,5
ASTR,5931,RESEARCH TOPICS SPACE SCIENCE,3,5
ASTR,5939,INDT STUDY IN SPACE SCIENCE,3,5
BAPA,1301,BUSINESS PRINCIPLES,3,1
BAPA,3321,LOGICAL ANALYSIS,3,3
BAPA,4195,COOP EDUCATION IN BUSINESS,1,4
BAPA,4366,ENTRPSHP & SMALL BUS CONSULT,3,4
BAPA,4395,COOP EDUCATION IN BUSINESS,3,4
BAPA,5131,THE GLOBAL ENVIRONMENT OF BUSI,3,5
BAPA,5636,ENTRPSHP.& SM. BUS. CONSULTING,3,5
BAPA,5915,COOP EDUCATION IN BUSINESS,1,5
BAPA,5935,COOP EDUCATION IN BUSINESS,3,5
BIOL,1106,LAB FOR BIOLOGY I,1,1
BIOL,1107,LAB FOR BIOLOGY II,1,1
BIOL,1108,LAB FOR BIOL NON-SCI MAJ. I,1,1
BIOL,1109,LAB FOR BIOL NON-SCI MAJ. II,1,1
BIOL,1306,BIOL FOR SCIENCE MAJORS I,3,1
BIOL,1307,BIOL FOR SCIENCE MAJORS II,3,1
BIOL,1308,BIOL FOR NON-SCI MAJ I,3,1
BIOL,1309,BIOL FOR NON-SCI MAJ II,3,1
BIOL,2101,LAB FOR A & P I,1,2
BIOL,2102,LAB FOR A & P II,1,2
BIOL,2121,MICRO LAB FOR SCIENCE MAJORS,1,2
BIOL,2301,ANATOMY & PHYSIOLOGY I,3,2
BIOL,2302,ANATOMY & PHYSIOLOGY II,3,2
BIOL,2321,MICROBIOLOGY,3,2
BIOL,2428,VERTEBRATE ZOOLOGY,4,2
BIOL,3113,LAB PLANT ANATOMY,1,3
BIOL,3141,MOLECULAR GENETICS LABORATORY,1,3
BIOL,3173,HUMAN ANATOMY LABORATORY,1,3
BIOL,3306,DEVELOPMENT OF THE SCIENCES,3,3
BIOL,3307,CELL BIOLOGY,3,3
BIOL,3311,MARINE BIOLOGY,3,3
BIOL,3313,PLANT ANATOMY,3,3
BIOL,3316,INTRO TO HERPETOLOGY,3,3
BIOL,3333,ENVIRONMENTAL BIOLOGY,3,3
BIOL,3334,PATH & PUBLIC HLTH MICROBIOL,3,3
BIOL,3335,EPIDEMIOLOGY,3,3
BIOL,3336,NEUROPSYCH PRAC,3,3
BIOL,3341,MOLECULAR GENETICS,3,3
BIOL,3373,HUMAN ANATOMY,3,3
BIOL,4113,LAB FOR BIOL OF FISHES,1,4
BIOL,4114,LAB FOR FRESHWATER BIOLOGY,1,4
BIOL,4189,INDT STUDY IN BIOLOGY,1,4
BIOL,4195,COOP EDUC WORK TERM,1,4
BIOL,4211,LABORATORY FOR ECOLOGY,2,4
BIOL,4225,ENV TOXIC LAB,2,4
BIOL,4241,LABORATORY FOR PHYSIOLOGY,2,4
BIOL,4242,LABORATORY FOR BIOCHEMISTRY,2,4
BIOL,4252,MOLECULAR BIOLOGY LABORATORY,2,4
BIOL,4253,LAB FOR BIOTECH,2,4
BIOL,4254,LAB FOR GENE EXPRESSION,2,4
BIOL,4278,SEMINAR IN BIOLOGY,2,4
BIOL,4289,INDEPENDENT STUDY IN BIOLOGY,2,4
BIOL,4291,LAB TOPICS IN BIOLOGY,2,4
BIOL,4305,ECOLOGY OF THE AMAZON,3,4
BIOL,4311,ECOLOGY,3,4
BIOL,4313,BIOLOGY OF FISHES,3,4
BIOL,4314,FRESHWATER BIOLOGY,3,4
BIOL,4315,BIOLOGY PRACTICUM,3,4
BIOL,4323,FIELD BIOLOGY,3,4
BIOL,4325,ENVIRONMENTAL TOXICOLOGY,3,4
BIOL,4327,PLANT IDENTIFICATION,3,4
BIOL,4332,HISTOLOGY,3,4
BIOL,4334,ENVIRONMENTAL MICROBIOLOGY,3,4
BIOL,4335,FORENSIC BIOLOGY,3,4
BIOL,4341,BIOCHEMISTRY I,3,4
BIOL,4342,BIOCHEMISTRY II,3,4
BIOL,4343,PLANT PHYSIOLOGY,3,4
BIOL,4344,COMPARATIVE ANIMAL PHYSIOLOGY,3,4
BIOL,4345,HUMAN PHYSIOLOGY,3,4
BIOL,4346,PATHOPHYSIOLOGY,3,4
BIOL,4347,CELLULAR PHYSIOLOGY,3,4
BIOL,4348,DEVELOPMENTAL BIOLOGY,3,4
BIOL,4349,PLANT DEVELOPMENT,3,4
BIOL,4351,MOLECULAR BIOLOGY I,3,4
BIOL,4354,INTRO TO BIOINFORMATICS,3,4
BIOL,4355,TISSUE CULTURE,3,4
BIOL,4361,IMMUNOLOGY,3,4
BIOL,4371,CANCER BIOLOGY,3,4
BIOL,4389,INDT STUDY IN BIOLOGY,3,4
BIOL,4391,SELECTED TOPICS BIOLOGICAL SCS,3,4
BIOL,5131,MEMBRANE BIOLOGY,3,5
BIOL,5132,CELL SIGNALING,3,5
BIOL,5136,PHYSIOLOGY OF HUMAN AGING,3,5
BIOL,5215,LAB FOR ICHTHYOLOGY,1,5
BIOL,5233,ECOTOXICOLOGY,3,5
BIOL,5234,POPULATION & COMMUNITY DYNAMIC,3,5
BIOL,5235,ICHTHYOLOGY,3,5
BIOL,5332,TOXICOLOGY,3,5
BIOL,5333,INDUSTRIAL MICROBIOLOGY,3,5
BIOL,5334,MICROBIAL ECOLOGY,3,5
BIOL,5336,NEUROPSYCHOLOGY PRACTICUM,3,5
BIOL,5417,LAB FOR HUMAN GROSS ANATOMY,1,5
BIOL,5432,PRINCIPLES OF PHARMACOLOGY,3,5
BIOL,5433,ENZYMOLOGY,3,5
BIOL,5434,HUMAN STRESS,3,5
BIOL,5435,ADVANCED IMMUNOLOGY,3,5
BIOL,5436,PHYSIOL BASIS DISEASE,3,5
BIOL,5437,HUMAN GROSS ANATOMY,3,5
BIOL,5512,LAB FOR COAST & EST ECOL,1,5
BIOL,5517,LAB FOR LIMNO & AQUATIC BIOL,1,5
BIOL,5530,RESEARCH METHODS IN BIOLOGY,3,5
BIOL,5531,AQUATIC TOXICITY TESTING,3,5
BIOL,5532,COAST EST ECOL,3,5
BIOL,5533,ECOLOGICAL METHODS,3,5
BIOL,5534,CONSERVATION BIOLOGY,3,5
BIOL,5535,NEOTROPICAL RAINFOREST ECOLOGY,3,5
BIOL,5537,LIMNOLOGY & AQUATIC BIOLOGY,3,5
BIOL,5632,BIOENERGETICS,3,5
BIOL,5634,APOPTOSIS,3,5
BIOL,5635,NEUROSCIENCE,3,5
BIOL,5731,ADVANCED CANCER BIOLOGY,3,5
BIOL,5732,ADV MOL BIOL,3,5
BIOL,5733,EPIGENETICS & MIRNA,3,5
BIOL,5734,ONCOGENES,3,5
BIOL,5735,CELL CYCLE REGULATION,3,5
BIOL,5736,BIOETHICS,3,5
BIOL,5737,MOLECULAR VECTORS,3,5
BIOL,5738,GENE THERAPY,3,5
BIOL,5833,PROTEOMICS,3,5
BIOL,5915,COOP EDUCATION WORK TERM,1,5
BIOL,5919,INDT. STU. IN BIOLOGICAL SCI.,1,5
BIOL,5929,INDEPENDENT STUDY IN BIOL SCI,2,5
BIOL,5931,RESEARCH TOPICS IN BIOLOGY,3,5
BIOL,5939,INDT. STUDY IN BIOLOGY,3,5
BIOL,6838,RESEARCH PROJECT AND SEMINAR,3,5
BIOL,6939,MASTERS THESIS RESEARCH,3,5
BIOT,5011,METHODS OF BIOT DISCUSSION,1,5
BIOT,5021,METHODS OF BIOTECHNOLOGY,2,5
BIOT,5031,APPLIED BIOTECHNOLOGY,3,5
BIOT,5035,SCIENTIFIC WRITING,3,5
BIOT,5111,ADV METHODS OF BIOT I DISCUSSI,1,5
BIOT,5112,ADV METHODS OF BIOT II DISCUSS,1,5
BIOT,5121,ADV. METHODS OF BIOTECH I,2,5
BIOT,5122,ADV. METHODS OF BIOTECH II,2,5
BIOT,5231,ADV MAMMALIAN TISSUE CULTURE,3,5
BIOT,5235,BACTERIAL BIOTECH LAB,3,5
BIOT,5331,STEM CELL,3,5
BIOT,5431,PLANT GENOMICS,3,5
BIOT,5433,MARINE BIOTECH SEMINAR,3,5
BIOT,5530,RESEARCH METHODS IN BIOTECH,3,5
BIOT,5535,ENVIRON BIOTECH,3,5
BIOT,5733,BIOINFORMATICS,3,5
BIOT,5736,BIOETHICS,3,5
BIOT,5833,PROTEOMICS,3,5
BIOT,5915,COOP EDUCATION WORK TERM,1,5
BIOT,5919,IND. STUDY IN BIOT,1,5
BIOT,5921,LAB TOPICS IN BIOT,2,5
BIOT,5929,IND STUDY IN BIOT,2,5
BIOT,5931,RESEARCH TOPICS IN BIOTECH,3,5
BIOT,5939,IND STUDY IN BIOT,3,5
BIOT,6011,BIOTECHNOLOGY PRACTICUM,1,5
BIOT,6021,BIOTECHNOLOGY PRACTICUM,2,5
BIOT,6031,BIOTECHNOLOGY PRACTICUM,3,5
BIOT,6838,RESEARCH PROJ & SEM,3,5
BIOT,6939,MASTER'S THESIS RESEARCH,3,5
BSCI,4389,INDEPENDENT STUDY IN BEHAVIORA,3,4
BSCI,4391,SELECTED TOPICS BEHAVIORAL SCI,3,4
BSCI,4399,CAPSTONE IN BEHAVIORAL SCIENCE,3,4
BSCI,5931,RESEARCH TOPICS IN BEHAVIORAL,3,5
BSCI,5939,INDEPENDENT STUDY IN BEHAVIORA,3,5
BSCI,6739,GRADUATE INTERNSHIP,3,5
BSCI,6839,MASTER'S PROJECT RESEARCH,3,5
BSCI,6939,MASTER'S THESIS RESEARCH,3,5
CENG,3112,LAB FOR DIGITAL CIRCUITS,1,3
CENG,3113,LAB FOR LINEAR CIRCUITS,1,3
CENG,3114,LAB FOR ADV LINEAR CIRCUITS,1,3
CENG,3115,LAB FOR INTRO DIG SIGNAL PROC,1,3
CENG,3131,LAB FOR TELECOM AND NETWORKS,1,3
CENG,3151,LAB FOR COMPUTER ARCHITECTURE,1,3
CENG,3264,ENGIN DES AND PROJECT MGMT,2,3
CENG,3312,DIGITAL CIRCUITS,3,3
CENG,3313,LINEAR CIRCUITS,3,3
CENG,3314,ADVANCED LINEAR CIRCUITS,3,3
CENG,3315,INTR TO DIGITAL SIGNAL PROCESG,3,3
CENG,3331,INTRO TO TELECOM AND NETWORKS,3,3
CENG,3351,COMP ARCHITECTURE,3,3
CENG,3371,MICROCONTROLLER PROG,3,3
CENG,4113,LAB FOR MICROPROCSR INTRFACING,1,4
CENG,4189,IND STUDY IN COMP SYS ENG,1,4
CENG,4195,COOPERATIVE EDUCATION WORK TRM,1,4
CENG,4265,SENIOR PROJECT,2,4
CENG,4266,SENIOR PROJECT,2,4
CENG,4289,IND. STUDY IN COMP. ENG,2,4
CENG,4311,TELECOM NETWORKING DEVICES,3,4
CENG,4313,MICROPROCESSOR INTERFACING,3,4
CENG,4315,DIGITAL SIGN PROC APPS,3,4
CENG,4321,TELECOM SWITCHING SYSTEMS,3,4
CENG,4331,ANALYSIS & DESIGN LINEAR SYST,3,4
CENG,4341,COMP SYS RELIABILITY/SAFETY,3,4
CENG,4354,DIGITAL SYSTEM DESIGN,3,4
CENG,4362,REALTIME DIGITAL CONTROL,3,4
CENG,4365,SENIOR PROJECTS,3,4
CENG,4389,IND STU IN COMP SYS ENG,3,4
CENG,4391,SELECTED TOPICS IN COMP ENGINR,3,4
CENG,5131,ENGINEERING APPLICATIONS,3,5
CENG,5132,ADV ENGINEERING APPS,3,5
CENG,5133,COMPUTER ARCH. DESIGN,3,5
CENG,5231,NETWORK SYSTEM SPECIFICATION,3,5
CENG,5331,THEORY OF INFORMATION & CODING,3,5
CENG,5332,WIRELESS COMM AND NETWORK,3,5
CENG,5333,NETWORK PERFORMANCE ANALYSIS,3,5
CENG,5334,FAULT TOLERANT COMPUTING,3,5
CENG,5335,DIGITAL SYS TESTING,3,5
CENG,5337,LOW POWER SYS DESIGN,3,5
CENG,5431,DIGITAL SIGNAL PROCESSING,3,5
CENG,5432,DIGITAL CONTROL SYSTEMS,3,5
CENG,5433,PRIN OF DIGITAL COMMUN SYSTEMS,3,5
CENG,5434,MICROCOMPUTER SYSTEMS DESIGN,3,5
CENG,5531,MACHINE LEARNING AND APPS,3,5
CENG,5534,ADV. DIGITAL SYSTEM DESIGN,3,5
CENG,5634,ARTIFICIAL NEURAL NETWORKS,3,5
CENG,5719,INTERNSHIP IN COMP. ENG,1,5
CENG,5729,INTERNSHIP IN COMP. ENG,2,5
CENG,5739,INTERNSHIP IN COMP. ENG,3,5
CENG,5915,COOP EDUCATION WORK TERM,1,5
CENG,5919,INDEPENDENT STUDY IN CENG,1,5
CENG,5929,INDEPENDENT STUDY IN CENG,2,5
CENG,5931,TOPICS IN COMPUTER ENGINEERING,3,5
CENG,5939,INDT. STU.-COMPUTER ENGINEER,3,5
CENG,6332,HIGH PERF COMPTR ARCHITECTURE,3,5
CENG,6431,DSP IMPLEMENTATIONS,3,5
CENG,6434,ADV MICROCOMPUTER SYST DESIGN,3,5
CENG,6532,PARALLEL PROCESSING,3,5
CENG,6533,ROBOTICS,3,5
CENG,6534,DIGITAL SYS SYNTHESIS & OPTI,3,5
CENG,6535,BIO-INSPIRED COMPUTING,3,5
CENG,6838,RESEARCH PROJECT AND SEMINAR,3,5
CENG,6939,MASTER'S THESIS RESEARCH,3,5
CHEM,1105,LAB FOR INTRODUCTORY CHEM I,1,1
CHEM,1111,LAB FOR GENERAL CHEMISTRY I,1,1
CHEM,1112,LAB FOR GENERAL CHEM II,1,1
CHEM,1275,SURVEY OF FORENSIC CHEMISTRY,2,1
CHEM,1305,INTRODUCTORY CHEMISTRY I,3,1
CHEM,1311,GENERAL CHEMISTRY I,3,1
CHEM,1312,GENERAL CHEMISTRY II,3,1
CHEM,1372,DIET AND NUTRITION CHEMISTRY,3,1
CHEM,2101,LAB FOR ANALYTICAL CHEM I,1,2
CHEM,2102,LAB FOR ANALYTICAL CHEM II,1,2
CHEM,2123,LAB FOR ORGANIC CHEMISTRY I,1,2
CHEM,2125,LAB FOR ORGANIC CHEMISTRY II,1,2
