RUBRIC,NUMBER,COURSE_TITLE,CREDIT_HOUR,LEVEL
CHEM,2301,ANALYTICAL CHEMISTRY I,3,2
CHEM,2302,ANALYTICAL CHEMISTRY II,3,2
CHEM,2323,ORGANIC CHEMISTRY I,3,2
CHEM,2325,ORGANIC CHEMISTRY II,3,2
CHEM,2377,LIFE AND THE UNIVERSE,3,2
CHEM,3303,NUTRITION AND FOOD CHEMISTRY,3,3
CHEM,3320,SURVEY OF PHYSICAL CHEMISTRY,3,3
CHEM,3333,ENVIRONMENTAL CHEMISTRY,3,3
CHEM,4189,INDT STUDY IN CHEMISTRY,1,4
CHEM,4195,COOPERATIVE EDUCATION WORK TRM,1,4
CHEM,4222,LAB FOR PHYSICAL CHEMISTRY,2,4
CHEM,4235,ADV LAB FOR INORGANIC CHEMISTR,2,4
CHEM,4242,LAB FOR BIO-CHEM,2,4
CHEM,4251,LAB FOR ENVIRONMENTAL ANALYSIS,2,4
CHEM,4310,ADVANCED CHEMICAL CALCULATIONS,3,4
CHEM,4311,CHEMICAL ORIGINS,3,4
CHEM,4312,PRINC OF ASTROBIOCHEMISTRY,3,4
CHEM,4315,HANDEDNESS IN SCIENCE,3,4
CHEM,4321,PHYSICAL CHEMISTRY I,3,4
CHEM,4322,PHYSICAL CHEMISTRY II,3,4
CHEM,4328,INTRO TO MEDICINAL CHEMISTRY,3,4
CHEM,4335,INORGANIC CHEMISTRY,3,4
CHEM,4341,BIOCHEMISTRY I,3,4
CHEM,4342,BIOCHEMISTRY II,3,4
CHEM,4352,WATER CHEM AND WATER POLLUTION,3,4
CHEM,4355,ENVIRMTL SAMPLING & MONITORING,3,4
CHEM,4356,SOIL & GROUNDWATER REMED,3,4
CHEM,4357,INTRO TO BIOFUEL,3,4
CHEM,4358,INDUST CHEM: P & E,3,4
CHEM,4359,DRUG DESIGN & SYNTHESIS,3,4
CHEM,4360,BIO-ORG MED CHEM,3,4
CHEM,4363,FORENSIC CHEMISTRY,3,4
CHEM,4365,INTRO TO POLYMER CHEMISTRY,3,4
CHEM,4367,INSTRUMENTAL ANALYSIS,3,4
CHEM,4368,ADVANCED ORGANIC CHEMISTRY,3,4
CHEM,4370,INDUSTRIAL CHEM: P & E,3,4
CHEM,4371,ADVANCED SPECTRO ANALYSIS,3,4
CHEM,4372,CHEMISTRY SEMINAR,3,4
CHEM,4373,QUANTITATIVE CHEMICAL ANALYSIS,3,4
CHEM,4374,SURFACE CHEMICAL PROCESSING,3,4
CHEM,4375,PETROLEUM GEOLOGY,3,4
CHEM,4376,INTRO TO PETRO CHEMISTRY,3,4
CHEM,4379,UNDERGRADUATE RESEARCH,3,4
CHEM,4389,INDT STUDY IN CHEMISTRY,3,4
CHEM,4391,SELECTED TOPICS IN CHEMISTRY,3,4
CHEM,5130,MATH AND PHYS IN CHEMISTRY,3,5
CHEM,5131,GENE SYNTHESIS & SYNTHETIC GEN,3,5
CHEM,5132,INTRO TO CHEMICAL ENGINEERING,3,5
CHEM,5133,SPECTR IDENT OF ORGANIC CPDS,3,5
CHEM,5134,SYNTHETIC ORGANIC CHEMISTRY,3,5
CHEM,5135,HANDEDNESS IN SCIENCE,3,5
CHEM,5136,BIOFUEL,3,5
CHEM,5235,KINETICS OF CHEM REACTIONS,3,5
CHEM,5331,QUANT. CHEMICAL ANALYSIS,3,5
CHEM,5335,ADVANCED INORGANIC CHEMISTRY,3,5
CHEM,5336,ORGANOMETALLIC CHEMISTRY,3,5
CHEM,5337,PHYSICAL ORGANIC CHEMISTRY,3,5
CHEM,5338,NUCLEIC ACID CHEM & DRUG,3,5
CHEM,5339,POLYMERIZATION ENGINEERING,3,5
CHEM,5431,CONTAMINANT FATE AND TRANSPORT,3,5
CHEM,5535,SAMP & ANALYSIS OF ENVIRON CON,3,5
CHEM,5536,ENVIRONMENTAL REMEDIATION,3,5
CHEM,5631,ENVIRON CHEMO,3,5
CHEM,5632,QUANTUM MECHANICS I,3,5
CHEM,5633,ASTROBIOCHEMISTRY I,3,5
CHEM,5634,ASTROBIOCHEMISTRY II,3,5
CHEM,5635,INTRO TO POLYMER CHEMISTRY,3,5
CHEM,5636,G C MASS SPECTROMET,3,5
CHEM,5637,MODERN SPECTROSCOPY,3,5
CHEM,5638,TOTAL SYN OF NATURAL PRODUCTS,3,5
CHEM,5639,SYMMETRY IN CHEMISTRY,3,5
CHEM,5731,ENVIRONMENTAL ORGANIC CHEM,3,5
CHEM,5739,INTERNSHIP IN CHEMISTRY,3,5
CHEM,5915,COOP EDUCATION WORK TERM,1,5
CHEM,5919,INDEPENDENT STUDY IN CHEMISTRY,1,5
CHEM,5931,RESEARCH TOPICS CHEMISTRY,3,5
CHEM,5939,INDEPENDENT STUDY IN CHEMISTRY,3,5
CHEM,6731,GRADUATE SEMINAR,3,5
CHEM,6837,RESEARCH PROJECT AND SEMINAR,3,5
CHEM,6838,RESEARCH PROJ AND SEMINAR II,3,5
CHEM,6939,MASTER THESIS RESEARCH,3,5
CINF,1370,INTRO TO CIS,3,1
CINF,3311,PROG. WITH VISUAL BASICS,3,3
CINF,3321,INFO. SYS THEORY & PRACTICE,3,3
CINF,3331,BUSINESS DATA COMMUNICATIONS,3,3
CINF,3391,TOPICS IN CIS,3,3
CINF,4189,IND STUDY IN COMP INFO SYS,1,4
CINF,4195,COOP ED WORK TERM,1,4
CINF,4289,IND STUDY IN CIS,2,4
CINF,4308,TOPICS IN CIS-NON-MAJORS,3,4
CINF,4320,WEB APPLICATION DEVELOPMENT,3,4
CINF,4323,COMPUTER SECURITY,3,4
CINF,4324,MODERN SYSTEM ANALYSIS AND DES,3,4
CINF,4334,E-COMMERCE,3,4
CINF,4364,COMPUTER SYSTEMS ADMIN,3,4
CINF,4379,INTERN IN CIS,3,4
CINF,4381,COMPUTER FORENSICS,3,4
CINF,4388,SENIOR PROJECT IN CIS,3,4
CINF,4389,IND STUDY IN COMP INFO SYS,3,4
CINF,4391,ADVANCED TOPICS IN CIS,3,4
CINF,5231,STRATEGIC INFORMATION SYSTEMS,3,5
CINF,5234,ADV. SYS ANALYSIS DESIGN,3,5
CINF,5432,DW & BI,3,5
CINF,5739,INTERN IN CIS,3,5
CINF,5915,COOP ED WORK TERM,1,5
CINF,5919,IND STUDY IN COMP INFO SYS,1,5
CINF,5929,IND STUDY IN CIS,2,5
CINF,5931,RES TOPIC IN COMP INFO SYS,3,5
CINF,5939,IND STUDY IN COMP INFO SYS,3,5
CINF,6838,RES PROJ AND SEMINAR,3,5
CINF,6939,MASTER'S THESIS RESEARCH,3,5
COMM,1307,INTRO. TO MASS COMMUNICATION,3,1
COMM,1315,PUBLIC SPEAKING,3,1
COMM,3320,PRINCIPLES OF PUBLIC RELATIONS,3,3
COMM,3321,MEDIA WRITING,3,3
COMM,3350,VISUAL COMMUNICATION,3,3
COMM,3351,MASS MEDIA AND SOCIETY,3,3
COMM,3352,MEDIA LAW,3,3
COMM,3353,ALTERNATIVE MEDIA MARKETING,3,3
COMM,3354,GATHERING INFORMATION,3,3
COMM,3355,COMMUNICATION ETHICS,3,3
COMM,3356,ADVERTISING PROCEDURE,3,3
COMM,3360,WEB DESIGN,3,3
COMM,3361,ADVANCED WEB DESIGN,3,3
COMM,4061,COMMUNICATION PORTFOLIO,0,4
COMM,4161,COMMUNICATION PORTFOLIO,1,4
COMM,4189,INDT STUDY IN COMMUNICATIONS,1,4
COMM,4301,GLOBAL ISSUES IN FILM,3,4
COMM,4322,PUBLIC RELATIONS WRITING,3,4
COMM,4346,2D ANIMATION,3,4
COMM,4350,3D COMPUTER MODELING,3,4
COMM,4351,3D ANIMATION,3,4
COMM,4352,PHOTOJOURNALISM,3,4
COMM,4353,ADVANCED MEDIA WRITING,3,4
COMM,4354,VIDEO PRODUCTION 1,3,4
COMM,4355,VIDEO PRODUCTION 2,3,4
COMM,4356,MAGAZINE PUBLICATION,3,4
COMM,4358,PUBLICATION DESIGN,3,4
COMM,4379,COMMUNICATION INTERNSHIP,3,4
COMM,4381,PROJECT MGMT,3,4
COMM,4389,INDT STUDY IN COMMUNICATIONS,3,4
COMM,4391,SELECTED TOPICS COMMUNICATIONS,3,4
COMM,4655,MEDIA PRODUCTION,6,4
COMM,5931,RESEARCH TOPICS COMM,3,5
COMM,5939,INDT. STU. IN COMMUNICATIONS,3,5
COUN,1301,INTRODUCTION TO COUNSELING,3,1
COUN,2301,ADDICTIONS IN COUNSELING I,3,2
COUN,2302,COUNSELING THEORIES,3,2
COUN,2303,"CRISIS ASSESS, INTERV & PREVEN",3,2
COUN,2304,PERSONAL NUTRITION,3,2
COUN,3301,DEVELOPMENTAL COUNSELING,3,3
COUN,3303,COUNSELING SKILLS,3,3
COUN,3304,GROUP THERAPY,3,3
COUN,3305,DIAGNOSTICS & ASSESSMENTS,3,3
COUN,3306,CAREER COUNSELING,3,3
COUN,3307,STRESS MANAGEMENT,3,3
COUN,4301,ETHICS,3,4
COUN,4302,PSYCHOPHARMACOLOGY,3,4
COUN,4303,FAMILY DYNAMICS,3,4
COUN,4304,CHILD AND ADOLESCENT COUNSELIN,3,4
COUN,4305,SPECIAL POPULATIONS,3,4
COUN,4306,CRISIS MANAGEMENT,3,4
COUN,4307,CASE MANAGEMENT,3,4
COUN,4308,ADDICTIONS COUNSELING II,3,4
COUN,4309,PRACTICUM,3,4
COUN,5010,PROF PREP SEMINAR,1,5
COUN,5034,COMM COLLAB IN COUNSELING,3,5
COUN,5035,ADV INT SKILLS IN DIV SETTINGS,3,5
COUN,5131,COUNSELING FOR LIFESPAN DEV,3,5
COUN,5231,INTRODUCTION TO COUNSELING,3,5
COUN,5432,THEORIES OF COUNSELING,3,5
COUN,5433,COUNSELING ETHICS & CONSULT,3,5
COUN,5739,COUNSELING PRACTICUM I,3,5
COUN,5931,TOPICS IN COUNSELING,3,5
COUN,5939,INDEPENDENT STUDY IN COUNSELIG,3,5
COUN,6030,MULTICULTURAL FOUND FOR COUN,3,5
COUN,6031,TECHNOLOGY APPL FOR COUNSELORS,3,5
COUN,6032,STATS & MEAS FOR COUNSELORS,3,5
COUN,6033,RES DES & ANALYSIS FOR COUN,3,5
COUN,6232,ASSESSMENT ISSUES COUNS,3,5
COUN,6334,CAREER DEVELOPMNT & COUNSELING,3,5
COUN,6435,PRE-PRACTICUM IN COUNSELING,3,5
COUN,6531,MENTL HEALTH & PSYCHOPATHOLOGY,3,5
COUN,6532,GROUP COUNSELING,3,5
COUN,6533,CRISIS INTERVENTION,3,5
COUN,6534,DEVELOPMENTL SCHOOL COUN PROGS,3,5
COUN,6535,SYSTEMS COUNSELING,3,5
COUN,6536,SUBSTANCE ABUSE COUNSELING,3,5
COUN,6537,BILINGUAL COUNSELING,3,5
COUN,6538,SOCIAL JUSTICE COUNSELING,3,5
COUN,6731,PROFES SEMINAR IN COUNSELING,3,5
COUN,6739,COUNSELING PRACTICUM II,3,5
COUN,6839,COUNSELING PRACTICUM III,3,5
CRCL,5031,THEORIES OF CULTURAL DIVERSITY,3,5
CRCL,5032,POLITICAL ECONOMY,3,5
CRCL,5033,RELIGION AND COMMUNITY,3,5
CRCL,5035,HUMAN RIGHTS & SOCIAL JUSTICE,3,5
CRCL,5037,THEOR & PRACTICES OF MEDIATION,3,5
CRCL,5039,ENVIRONMENT AND SOCIETY,3,5
CRCL,5131,"GENDER, CULTURE AND POWER",3,5
CRCL,5132,WOMEN OF COLOR,3,5
CRCL,5231,STUDIES IN EUROPEAN HISTORY,3,5
CRCL,5232,PEOPLES OF MEXICO & CEN AMER,3,5
CRCL,5238,NEGOTIATING ACROSS CULTURES,3,5
CRCL,5239,EGYPT IN TRANSITION,3,5
CRCL,5330,CULTURAL STUDY ABROAD,3,5
CRCL,5332,DIVERSITY IN URBAN AMERICA,3,5
CRCL,5333,MINORITIES AND MAJORITIES,3,5
CRCL,5434,STUDIES IN LATIN AM HIST,3,5
CRCL,5531,"FAMILIES, COMMS, & GLBLZTION",3,5
CRCL,5533,COMMUNITY HLTH CRCL PERSP,3,5
CRCL,5534,NATIVE AMERICANS,3,5
CRCL,5535,CULTURES OF ASIA,3,5
CRCL,5537,TOPICS IN AFRICAN STUDIES,3,5
CRCL,5538,CULTURES OF THE MIDDLE EAST,3,5
CRCL,5631,CROSS-CULTURAL METHODS,3,5
CRCL,5731,SEMINAR IN AMER MULTICULT LITR,3,5
CRCL,5732,U.S. SOCIAL MOVEMENTS,3,5
CRCL,5733,PRGM SEMR: CNTMPRY ISSUES CRCL,3,5
CRCL,5734,CROSS-CULT TEXTS IN DIALOGUE,3,5
CRCL,5931,RES TOPICS IN CROSS-CULT STUD,3,5
CRCL,5939,IND STUDY IN CROSS-CULTURAL ST,3,5
CRCL,6735,RESEARCH SEM. IN CROSS-CULT ST,3,5
CRCL,6739,GRADUATE INTERNSHIP,3,5
CRCL,6839,MASTER'S PROJECT RESEARCH,3,5
CRCL,6909,CRCL COMP EXAM,0,5
CRCL,6939,MASTER'S THESIS RESEARCH,3,5
CRIM,1301,INTRO TO CRIMINAL JUSTICE,3,1
CRIM,3312,CRIMINOLOGY,3,3
CRIM,3313,POLICING UNIV. & COLLEGES,3,3
CRIM,3314,TERRORISM & HOMELAND SECURITY,3,3
CRIM,3335,DEVIANCE,3,3
CRIM,4306,SERVICE LEARNING,3,4
CRIM,4313,JUVENILE DELINQUENCY,3,4
CRIM,4315,THE DEATH PENALTY,3,4
CRIM,4330,CRIMINAL INVESTIGATION,3,4
CRIM,4331,PRISON AND SOCIETY,3,4
CRIM,4332,SOC PROBLEMS AND THE LEGAL SYS,3,4
CRIM,4333,PROBATION AND PAROLE,3,4
CRIM,4334,CRIMINAL LAW,3,4
CRIM,4335,RACE AND JUSTICE,3,4
CRIM,4337,ORGANIZED CRIME,3,4
CRIM,4338,POLICING AND SOCIETY,3,4
CRIM,4384,STATISTICS,3,4
CRIM,4385,RESEARCH METHODS,3,4
CRIM,4389,INDEPENDENT STUDY IN CRIM,3,4
CRIM,4390,CONT ISSUES IN CRIMINOLOGY,3,4
CRIM,4391,SEL TOPICS IN CRIMINOLOGY,3,4
CRIM,5036,CRIMINOLOGICAL RES AND STAT I,3,5
CRIM,5037,CRIMINOLOGICAL RES AND STAT II,3,5
CRIM,5133,ADVANCED JUVENILE DELINQUENCY,3,5
CRIM,5135,THE DEATH PENALTY,3,5
CRIM,5136,RACE AND CRIME,3,5
CRIM,5137,PREVENTION AND CONTROL OF CRIM,3,5
CRIM,5138,HOMELAND SECURITY,3,5
CRIM,5139,CORRECTIONAL INSTITUTIONS,3,5
CRIM,5331,ADVANCED CRIMINOLOGY,3,5
CRIM,5332,WHITE-COLLAR CRIME,3,5
CRIM,5333,COMPUTER CRIME,3,5
CRIM,5335,CRIM JUST AND MASS MEDIA,3,5
CRIM,5336,LAW AND SOCIETY,3,5
CRIM,5337,ORGANIZED CRIME,3,5
CRIM,5338,CRIMINAL LAW,3,5
CRIM,5339,COMPARATIVE CRIMINOLOGY,3,5
CRIM,5431,DOMESTIC VIOLENCE,3,5
CRIM,5432,SOCIOLOGY OF LAW ENFORCEMENT,3,5
CRIM,5433,SERIAL MURDER,3,5
CRIM,5931,RES TOPICS IN CRIMINOLOGY,3,5
CRIM,5939,INDEPENDENT STUDY IN CRIM,3,5
CRIM,6734,FUTURE OF CRIME AND JUSTICE,3,5
CRIM,6735,SEMINAR IN CRIMINOLOGY,3,5
CRIM,6739,GRADUATE INTERNSHIP,3,5
CRIM,6839,MASTER'S PROJECT RESEARCH,3,5
CRIM,6939,MASTER'S THESIS RESEARCH,3,5
CSCI,1318,PASCAL PROGRAMMING I,3,1
CSCI,1320,C PROGRAMMING,3,1
CSCI,1370,SOFTWARE DEVELOPMENT WITH JAVA,3,1
CSCI,1470,COMPUTER SCIENCE I,4,1
CSCI,1471,COMPUTER SCIENCE II,4,1
CSCI,2315,DATA STRUCTURES,3,2
CSCI,3303,FUNDAMENTALS OF PROGRAMMING,3,3
CSCI,3311,PROGRAMMING WITH VISUAL BASIC,3,3
CSCI,3321,NUMERICAL METHODS,3,3
CSCI,3323,OBJCT ORIENTED DESIGN & PROGRM,3,3
CSCI,3324,ADVANCE SOFTWARE DEVELOPMENT,3,3
CSCI,3331,COMP ORG & ASSEMBLY LANGUAGE,3,3
CSCI,3352,ADV DATA STRUCTR & ALGORITHMS,3,3
CSCI,3362,AI PROGRAMMING LANGUAGES,3,3
CSCI,3391,SELECTED TOPICS IN COMPUTING,3,3
CSCI,4189,INDT STUDY IN COMPUTER SCIENCE,1,4
CSCI,4195,COOPERATIVE EDUCATION WORK TRM,1,4
CSCI,4289,IND STUDY IN CS,2,4
CSCI,4303,CONCEPTS OF DATABASE SYSTEMS,3,4
CSCI,4307,COMPUTING ESSENTIALS,3,4
CSCI,4308,TOPICS IN COMP SCI-NON MAJORS,3,4
CSCI,4312,NETWORK PROTOCOLS,3,4
CSCI,4314,ADV SW DESIGN WITH JAVA,3,4
CSCI,4315,ADV. SOFT DEV WITH .NET AND C#,3,4
CSCI,4320,WEB APPL DEVELOP,3,4
CSCI,4323,COMPUTER SECURITY,3,4
CSCI,4333,DESIGN OF DATABASE SYSTEMS,3,4
CSCI,4350,COMPTR GRPHICS & INTRFCE DESGN,3,4
CSCI,4351,ADVANCED PROGRAMMING IN UNIX,3,4
CSCI,4354,OPERATING SYSTEMS,3,4
CSCI,4362,COMP GAME PROG,3,4
CSCI,4364,COMPUTER SYS ADMINISTRATION,3,4
CSCI,4379,INTERN IN CS,3,4
CSCI,4381,COMPUTER FORENSICS,3,4
CSCI,4388,SENIOR PROJECT IN COMP SCIENCE,3,4
CSCI,4389,INDT STUDY IN COMPUTER SCIENCE,3,4
CSCI,4391,SELECT TOPICS COMPUTER SCIENCE,3,4
CSCI,5034,OPERATING SYSTEMS CONCEPTS,3,5
CSCI,5035,SCIENTIFIC WRITING,3,5
CSCI,5037,ADV TOPICS IN CS FOR NON-MAJOR,3,5
CSCI,5130,HUMAN COMPUTER INTERFACE,3,5
CSCI,5131,SIMULATION TECHNIQUES,3,5
CSCI,5132,INTERNET PROTOCOLS,3,5
CSCI,5134,CONCURRENT PGM & SW MODELLING,3,5
CSCI,5232,CONCEPTS OF PROG LANG & COMPIL,3,5
CSCI,5233,COMPUTER SECURITY & INTEGRITY,3,5
CSCI,5234,WEB SECURITY,3,5
CSCI,5235,NETWORK SECURITY,3,5
CSCI,5331,COMPUTER GRAPHICS,3,5
CSCI,5333,DATA BASE MANAGEMENT SYSTEM,3,5
CSCI,5431,CLIENT-SERVER BASED NTWK PROG,3,5
CSCI,5432,DESIGN & ANALYSIS ALGORITHMS,3,5
CSCI,5433,OBJECT-ORIENTED DATABASE SYST,3,5
CSCI,5530,PATTERN CLASSIFICATION,3,5
CSCI,5531,ADVANCED OPERATING SYSTEMS,3,5
CSCI,5532,PATTRN RECOGN IMAGE PROCESSING,3,5
CSCI,5533,DISTRIBUTED INFORMATION SYSTEM,3,5
CSCI,5631,FOUNDATIONS FOR SOA,3,5
CSCI,5633,WEB DATABASE DEVELOPMENT,3,5
CSCI,5635,PARALLEL PROCESSING,3,5
CSCI,5737,MOBILE APPLICATIONS DEVELOPMEN,3,5
CSCI,5739,INTERNSHIP IN CS,3,5
CSCI,5832,FINANCIAL DATA MINING,3,5
CSCI,5833,DATA MINING TOOLS AND TECH,3,5
CSCI,5838,MOBILE GAME PROGRAMMING,3,5
CSCI,5915,COOPERATIVE EDUCATION WORK TRM,1,5
CSCI,5919,INDT STUDY IN COMPUTER SCIENCE,1,5
CSCI,5929,IND STUDY IN CS,2,5
CSCI,5931,RESEARCH TOPICS COMP SCIENCE,3,5
CSCI,5933,COMPUTATIONAL BIOINFORMATICS,3,5
CSCI,5939,INDT STUDY IN COMPUTER SCIENCE,3,5
CSCI,6530,RESEARCH METHODS IN COMP SCI,3,5
CSCI,6532,REAL-TIME SYSTEMS,3,5
CSCI,6838,RESEARCH PROJECT AND SEMINAR,3,5
CSCI,6939,MASTER'S THESIS RESEARCH,3,5
CSCI,6969,MASTER'S THESIS RESEARCH,6,5
DMST,5031,GRAPHIC DESIGN,3,5
DMST,5033,ADVERTISING DESIGN,3,5
DMST,5034,GLOBAL ISSUES IN A DIGITAL SOC,3,5
DMST,5036,DIGITAL VIDEO,3,5
DMST,5038,ADV DIGITAL PHOTOGRAPHY,3,5
DMST,5039,WEB DESIGN,3,5
DMST,5131,GAME DESIGN AND THEORY,3,5
DMST,5132,3D MODELING,3,5
DMST,5139,ADV. WEB DESIGN,3,5
DMST,5230,CRIT. APPR. TO DIGITAL MEDIA,3,5
DMST,5231,ADV DIGITAL MEDIA DESIGN,3,5
DMST,5232,MEDIA & COMM RESRCH MTHD,3,5
DMST,5233,DIG. MEDIA LAW & ETH. SEMINAR,3,5
DMST,5234,PUBLIC RELATIONS WRITING,3,5
DMST,5235,ANIMATION,3,5
DMST,5236,DIGITAL STORYTELLING,3,5
DMST,5332,MOTION GRAPHICS,3,5
DMST,5333,SOCIAL MEDIA,3,5
DMST,5436,INTERACTIVE ANIMATION,3,5
DMST,5437,DIGITAL MEDIA AND SOCIETY,3,5
DMST,5534,VIDEO PRODUCTION 1,3,5
DMST,5535,VIDEO PRODUCTION 2,3,5
DMST,5538,ELECTRONIC PUBLICATION,3,5
DMST,5831,PROJECT MGMT,3,5
DMST,5931,RESEARCH TOPICS IN DIGITAL MED,3,5
DMST,5939,IND STD IN DIGITAL MEDIA STD,3,5
DMST,6639,PRACTICUM IN PUBLIC RELATIONS,3,5
DMST,6739,GRADUATE INTERNSHIP,3,5
DMST,6769,GRADUATE INTERNSHIP,6,5
DMST,6839,MASTER'S PROJECT RESEARCH,3,5
DMST,6909,MASTER'S EXAM OPTION,0,5
DMST,6939,MASTER'S THESIS RESEARCH,3,5
DSCI,3311,QUANT METHODS FOR MGMT,3,3
DSCI,3321,STATISTICS I,3,3
DSCI,3322,STATISTICS II,3,3
DSCI,3331,QUANT METHOD FOR MGMT,3,3
DSCI,4351,FORECASTING SYSTEMS,3,4
DSCI,4389,INDT STUDY IN DSCI,3,4
DSCI,4391,SEL TOPICS IN DECISION SCIENCE,3,4
DSCI,5030,BUSINESS CALCULUS,3,5
DSCI,5031,BUS STATISTICS FOR DECISION-MA,3,5
DSCI,5131,ADVANCED DATA ANALYSIS,3,5
DSCI,5431,MANAGEMENT SCIENCE & OPERATION,3,5
DSCI,5531,INTRO TO SUPPLY CHAIN,3,5
DSCI,5931,RESEARCH TOPICS IN DSCI,3,5
DSCI,5939,INDEPENDENT STUDIES IN DSCI,3,5
ECED,1303,CHILDREN AND FAMILIES,3,1
ECED,1311,EARLY CHILDHOOD EDUCATION,3,1
ECED,1318,"NUTRITION, HEALTH AND SAFETY",3,1
ECED,1354,DEV THEORIES OF YOUNG CHILDREN,3,1
ECED,4302,DEVLPNG COMPTENCE IN YNG CHDRN,3,4
ECED,4303,CHD GUID & CLRM MGT FOR YG CH,3,4
ECED,4305,LITERACY DEVELOPMENT BIRTH- AG,3,4
ECED,4306,ASSESSMENT OF YOUNG CHILDREN B,3,4
ECED,4307,MATH & SCI IN EARLY CHLDHD EDU,3,4
ECED,4308,CREATIVITY IN EARLY CHILDHOOD,3,4
ECED,4309,ADVOCACY AND PARENT ENGAGEMENT,3,4
ECED,4311,READING DEV IN YOUNG CHILDREN,3,4
ECED,4314,OBSERV/DEV ASSESS OF YNG CHILD,3,4
ECED,4320,PLAY,3,4
ECED,4321,INFANTS & TODDLERS,3,4
ECED,4322,CULTL AWARENESS FOR YNG CHILD,3,4
ECED,4323,PRESCHOOL CURRICULUM,3,4
ECED,4324,EARLY CHILD LDRSHP & PRG QUAL,3,4
ECED,4325,EARLY CHILDHOOD PROGRAM DEVELO,3,4
ECED,4326,EFF. POST. INTERACT YNG CHILD,3,4
ECED,4332,EARLY CHILDHOOD SPECIAL EDUC,3,4
ECED,4333,ADV EARLY CHDHD SPEC ED,3,4
ECED,4377,PRACTICUM,3,4
ECED,4389,INDT STUDY IN ECED,3,4
ECED,4391,TOPICS IN ECED,3,4
ECED,5031,TEACHING YOUNG CHILDREN,3,5
ECED,5032,COMMUNITY PROG FOR YOUNG CHILD,3,5
ECED,5033,GUIDANCE AND CLASSRM MGT EC6,3,5
ECED,5038,CREATIVE ARTS IN EARLY CHILDHO,3,5
ECED,5039,EARLY CHILDHOOD ADVOCACY: TEAC,3,5
ECED,5131,CURRICULUM IN ERLY CHLDHD EDUC,3,5
ECED,5132,LITERACY DVMNT IN EARLY CHLDHD,3,5
ECED,5133,MTH & SCI TCH & LRN EAR CHLDHD,3,5
ECED,5231,PLAY AND THE DEVELOPING CHILD,3,5
ECED,5331,EVAL OF DVLPMNT OF YNG CHLDRN,3,5
ECED,5332,INFANTS & YNG CHILDRN W/EXCEPT,3,5
ECED,5333,ADV STDS OF EXCEPTIONALITIES,3,5
ECED,5335,"CHILDREN, FAMILY AND SOCIETY",3,5
ECED,5336,ADMINISTRATION AND MANAGEMENT,3,5
ECED,5737,PRACT INFNTS & YNG CHILD DISAB,3,5
