RUBRIC,NUMBER,COURSE_TITLE,CREDIT_HOUR,LEVEL
HIST,5237,NAZI CINEMA & 3RD REICH,3,5
HIST,5238,WEIMAR CINEMA & THE GREAT WAR,3,5
HIST,5239,THE VIETNAM WAR IN FILM,3,5
HIST,5330,MEM & REP IN HOLOCAUST CINE,3,5
HIST,5430,STUDIES IN WOMEN'S HISTORY,3,5
HIST,5431,BIOGRAPHY IN EUROPEAN HISTORY,3,5
HIST,5432,STUDIES IN EUROPEAN HISTORY,3,5
HIST,5433,REFORMATION EUROPE,3,5
HIST,5434,STUDIES IN LATIN AMERICAN HIST,3,5
HIST,5439,STUDIES IN MIDDLE EASTERN HIST,3,5
HIST,5931,RESEARCH TOPICS IN HISTORY,3,5
HIST,5939,INDEPENDENT STUDY IN HISTORY,3,5
HIST,6839,MASTER'S PROJECT RESEARCH,3,5
HIST,6909,COMPREHENSIVE EXAM,0,5
HIST,6939,MASTER:S THESIS RESEARCH,3,5
HLTH,2110,TEAM GAMES AND SPORTS,1,2
HLTH,2113,INDIVIDUAL GAMES AND SPORTS,1,2
HLTH,2115,INNOVATIVE GAMES AND SPORTS,1,2
HLTH,2301,INTRO TO EXERCISE SCIENCE,3,2
HLTH,2303,PERSONAL HEALTH AND FITNESS,3,2
HLTH,3301,"HEALTH, EMERG CARE & FIRST AID",3,3
HLTH,3302,HLTH & PHYS EDUC - EC-6 SURVEY,3,3
HLTH,3303,NUTRITION AND WEIGHT MANAGEMEN,3,3
HLTH,3304,PRINCIPLES OF PHYSICAL FITNESS,3,3
HLTH,3309,EVIDENCE-BASED PRACTICE,3,3
HLTH,3315,HEALTH PROMOTION PROGRAMS,3,3
HLTH,3316,APPLIED KINESIOLOGY,3,3
HLTH,3317,MOTOR DEVELOPMENT & LEARNING,3,3
HLTH,3318,INTRODUCTION TO COMMUNITY HEAL,3,3
HLTH,3320,HEALTH INEQUALITIES,3,3
HLTH,4301,PHYSIOLOGY OF EXERCISE,3,4
HLTH,4302,BIOMECHANICS,3,4
HLTH,4305,SEMINAR IN SPORTS MEDICINE,3,4
HLTH,4307,PEAK PERFORMANCE,3,4
HLTH,4308,RESISTIVE EXER: THEO. & PRAC.,3,4
HLTH,4309,RESEARCH PRACTICUM,3,4
HLTH,4311,METHODS PHYSICAL EDUCATION I,3,4
HLTH,4312,METHODS PHYSICAL EDUCATION II,3,4
HLTH,4370,UNDERGRAD PRACTICUM,3,4
HLTH,4378,CAPSTONE IN FHP,3,4
HLTH,4379,INTERNSHIP,3,4
HLTH,4389,INDT STUDY IN HEALTH,3,4
HLTH,4391,SELECTED TOPICS IN HEALTH,3,4
HMRS,5131,HUMAN RESOURCE MGMT PROCESSES,3,5
HMRS,5231,LEGAL ENVR OF HUMAN RES MGMT I,3,5
HMRS,5235,PROJECT MGMT IN HMRS,3,5
HMRS,5433,COMPENSATION AND BENEFITS,3,5
HMRS,5435,"EMPLOYEE PLAN, STAFFING & SEL",3,5
HMRS,5437,HUMAN RESOURCE INFO SYSTEMS,3,5
HMRS,5531,TRAINING AND DEVELOPMENT,3,5
HMRS,5533,HR METRICS AND PERF. MGMT.,3,5
HMRS,5931,RESEARCH TOPICS IN HMRS,3,5
HMRS,5939,INDT STU IN HUMAN RESOURCES,3,5
HMRS,6733,SEM IN HUMAN RESOURCE MGMT I,3,5
HMRS,6735,SEMINAR IN HR MGMT,3,5
HMRS,6739,INTERNSHIP IN HUMAN RESOURCE,3,5
HMRS,6839,MASTER'S PROJECT RESEARCH,3,5
HMRS,6939,MASTER'S THESIS RESEARCH,3,5
HSAF,4300,STUDY ABROAD,3,4
HSAF,5030,STUDY ABROAD,3,5
HUMN,1301,HUMANITIES,3,1
HUMN,3350,ART 1900-1950,3,3
HUMN,3351,ART 1950-PRESENT,3,3
HUMN,3355,LATIN AMERICAN ART OF 20TH C,3,3
HUMN,3356,"MEXICAN ART, 1500-PRESENT",3,3
HUMN,3357,HISTORY & THEORY PHOTOGRAPHY,3,3
HUMN,3374,CRITICAL INQUIRY,3,3
HUMN,3375,IDEAS IN TRANSITION,3,3
HUMN,4195,COOPERATIVE EDUCATION,1,4
HUMN,4308,INTRO TO WOMEN'S STUDIES,3,4
HUMN,4312,ART ANCIENT IRAQ & NEAR EAST,3,4
HUMN,4315,ART ANCIENT GREEK WORLD,3,4
HUMN,4322,ROMAN ART,3,4
HUMN,4326,STUDIES IN FILM,3,4
HUMN,4364,MUSEUM STUDIES,3,4
HUMN,4366,PROPAGANDA & PERSUASIVE IMAGES,3,4
HUMN,4372,SEMINAR IN WOMEN'S STUDIES,3,4
HUMN,4375,SENIOR SEMINAR,3,4
HUMN,4379,INTERNSHIP,3,4
HUMN,4389,INDT STUDY IN HUMANITIES,3,4
HUMN,4391,SELECTED TOPICS IN HUMANITIES,3,4
HUMN,5030,HISTORY OF IDEAS I,3,5
HUMN,5031,TEXTS AND IMAGES I,3,5
HUMN,5032,HISTORY OF IDEAS II,3,5
HUMN,5033,TEXTS AND IMAGES II,3,5
HUMN,5034,GLOBAL HUMANITIES I,3,5
HUMN,5035,TEXTS AND IMAGES III,3,5
HUMN,5036,GLOBAL HUMANITIES II,3,5
HUMN,5037,WRIT FOR TECHNICAL PROFESSIONS,3,5
HUMN,5131,WRITING FOR BUS PROFESSIONS,3,5
HUMN,5133,PUBLIC RELATIONS WRITING,3,5
HUMN,5134,EDITING,3,5
HUMN,5233,ART ANCIENT IRAQ & NEAR EAST,3,5
HUMN,5234,ART ANCIENT GREEK WORLD,3,5
HUMN,5235,MUSEUMS & THE PUBLIC,3,5
HUMN,5236,STUDIES IN FILM,3,5
HUMN,5237,STUDIES IN ART HISTORY,3,5
HUMN,5238,WORLD CINEMA,3,5
HUMN,5239,INDIAN CINEMA,3,5
HUMN,5336,PHILOSOPHY OF RELIGION,3,5
HUMN,5430,ISSUES ART HIST I: ANCT-MDRN,3,5
HUMN,5431,ISSUES ART HIST II: RENAIS-PRE,3,5
HUMN,5732,SEMINAR IN WOMEN'S STUDIES,3,5
HUMN,5915,COOPERATIVE EDUCATION,1,5
HUMN,5931,TOPICS IN HUMANITIES,3,5
HUMN,5939,INDT. STU. IN HUMANITIES,3,5
HUMN,6739,INTERNSHIP,3,5
HUMN,6839,MASTER PROJ RESEARCH,3,5
HUMN,6909,COMPREHENSIVE EXAM,0,5
HUMN,6939,MASTER THESIS RESRCH,3,5
INDH,3311,INDUSTRIAL HEALTH AND HYGIENE,3,3
INDH,3332,PRINCIPLES OF SAFETY,3,3
INDH,3333,ENVIRONMENTAL SAFETY & HEALTH,3,3
INDH,3340,TECH OF SAFETY ENGINEER&ANALYS,3,3
INDH,4195,COOPERATIVE EDUCATION WORK TRM,1,4
INDH,4311,NOISE AND HEARING CONSERVATION,3,4
INDH,4315,INDUSTRIAL RADIOLOGICAL HEALTH,3,4
INDH,4316,SYSTEM SAFETY & ACCIDENT INVES,3,4
INDH,4321,"ERGO., HF &WORKSPACE DESIGN",3,4
INDH,4322,INDST HYGIENE SAMPLING ANLY,3,4
INDH,4323,HAZMAT & EMERGENCY MGMT,3,4
INDH,4324,FIRE SAFETY ENGINEER,3,4
INDH,4333,CONST & GEN IND SAFETY,3,4
INDH,4341,ADV STUDIES IN IH/SAFETY,3,4
INDH,4365,SENIOR PROJECT,3,4
INDH,4379,INTERN IN INDUST HYGIENE/SAFTY,3,4
INDH,4389,INDT STUDY IN INDUST HYGIENE,3,4
INDH,4391,TOPICS IN INDUSTRIAL HYGIENE,3,4
INDH,5131,CONT OF OCCUPAT & ENVIR HAZARD,3,5
INDH,5233,RECOG OF OCCUPATIONAL DISEASES,3,5
INDH,5333,AIR POLLUTION,3,5
INDH,5334,HUMAN FACTORS ENGINEERING,3,5
INDH,5335,ERGO METHODS AND ANALYSIS TECH,3,5
INDH,5336,"SAFETY,HEALTH AND ENVIRONMENTA",3,5
INDH,5739,INTERN IN INDUSTRIAL HYGIENE,3,5
INDH,5915,COOP EDUCATION WORK TERM,1,5
INDH,5919,INDEPENDENT STUDY IN INDH,1,5
INDH,5931,RES TOPICS IND HYGIENE&SAFETY,3,5
INDH,5939,INDEPENDENT STUDY IN INDH,3,5
INDH,6135,RADIATION PROTECTION,3,5
INDH,6232,ANALY METHOD FOR EVAL OF H & H,3,5
INDH,6332,SAFETY ENGINEERING,3,5
INST,3313,SURVEY OF INSTRUCTIONAL TECHN,3,3
INST,4355,ELEARNING,3,4
INST,4357,MULTIMEDIA FOR INSTRUCTION,3,4
INST,4365,WEB DEVELOPMENT,3,4
INST,4389,INDT STUDY IN INSTRUC TECH,3,4
INST,4391,SELECTED TOPICS IN INSTR TECH,3,4
INST,5011,ASSIST-ADAPT COMP APPS,1,5
INST,5035,CREATING DIGITAL RESOURCES,3,5
INST,5130,LEARNING THEORY AND INSTR,3,5
INST,5131,TRENDS & ISSUES,3,5
INST,5135,MULTIMEDIA FOR DESIGN EDU.,3,5
INST,5233,PERFORMANCE TECHNOLOGY,3,5
INST,5333,SYS DESIGN OF TECH-BASED INSTR,3,5
INST,5433,INSTL DES PROJ MGMT/GRNT WRIT,3,5
INST,5535,INTERNET FOR INSTRUCTION,3,5
INST,5635,INST WEB DESIGN & DEVELOPMENT,3,5
INST,5735,ADVANCED WEB DEVELOPMENT,3,5
INST,5835,DIGITL VID PROD FOR EDUC/TRNR,3,5
INST,5919,INDT STUDY IN INSTR TECHNOLOGY,1,5
INST,5931,RSRCH TOPICS IN INST COMPUTING,3,5
INST,5939,INDT STUDY IN INSTR TECHNOLOGY,3,5
INST,6031,APPLICATIONS OF TECHNOLOGY,3,5
INST,6037,ADVANCED TECHNOLOGY APPL,3,5
INST,6137,TECHNOLOGY AND ELEARNING,3,5
INST,6237,ADVANCED INSTRUCTIONAL DESIGN,3,5
INST,6337,MOTIVATIONAL DESIGN OF INSTR,3,5
INST,6437,INTERACTIVE DISTANCE EDUCATION,3,5
INST,6537,MGMT OF COMPUTER RESOURCE,3,5
INST,6637,ANALYZING EMERG USES OF TECH,3,5
INST,6737,TRAINING PRACTICUM,3,5
INST,6739,INSTRUCTIONAL TECHNOLOGY PRACT,3,5
ISAM,1305,BUSINESS COMPUTER APPLICATIONS,3,1
ISAM,3303,INFO SYSTEMS FOR MGMT,3,3
ISAM,3304,INTRO TO BUS APP PROGRAMMING,3,3
ISAM,3314,APPLICATIONS DEVELOPMENT JAVA,3,3
ISAM,3331,INTRO BUS DB APP DEV,3,3
ISAM,3332,APPLICATIONS WITH VISUAL BASIC,3,3
ISAM,3333,APPLICATIONS WITH C#,3,3
ISAM,4331,INTRO BUS INTERNET APP DEV,3,4
ISAM,4332,ADV BUS INTERNET APP DEV,3,4
ISAM,4360,ADV BUS SPREADSHEET APP DEV,3,4
ISAM,4362,ADV BUSINESS APP DEVELOPMENT,3,4
ISAM,4365,ANALYS DESIGN INFO SYSTS,3,4
ISAM,4366,INTRO COMP NETWORK MGMT,3,4
ISAM,4367,ADV COMP NETWORK PROTOCOLS,3,4
ISAM,4379,INTERNSHIP IN MIS,3,4
ISAM,4389,INDEPENDENT STUDY MIS,3,4
ISAM,4391,SPECIAL TOPICS MIS,3,4
ISAM,5030,FUNDAMENTALS OF BUS PROG APPS,3,5
ISAM,5329,MANAG OF INFO TECH,3,5
ISAM,5330,MANAGEMENT INFO SYSTEMS,3,5
ISAM,5331,FUND DB DESIGN & DEV,3,5
ISAM,5332,DATA WAREHOUSING & DATA MINING,3,5
ISAM,5335,ADV APP DEV WITH VB,3,5
ISAM,5337,INTERNET APPLICATIONS DEV,3,5
ISAM,5338,ADV INTERNET APP DEVELOPMENT,3,5
ISAM,5339,FUND OF COMP NETWORKING,3,5
ISAM,5430,ADV APP DEV WITH C#,3,5
ISAM,5431,ERP PRACTICES,3,5
ISAM,5437,WIRELESS NETWORKS,3,5
ISAM,5439,COMPUTER NETWORK SECURITY,3,5
ISAM,5531,CLIENT/SERVER SYST ADMIN,3,5
ISAM,5631,MANAGEMENT INFORMATION SYSTEMS,3,5
ISAM,5632,ADV DB APPLICATIONS DEV,3,5
ISAM,5633,ORACLE DB ADMIN,3,5
ISAM,5635,SYSTEMS ANALYSIS AND DESIGN,3,5
ISAM,5636,ADV COMPUTER NETWORKING,3,5
ISAM,5637,INF SYS PROJECT MANAGEMENT,3,5
ISAM,5638,ADV APP PROGRAMMING JAVA,3,5
ISAM,5639,SQL SERVER DB ADMIN,3,5
ISAM,5731,INFO SYST AUDIT & SECURITY,3,5
ISAM,5732,FUND OF WINDOWS ADMIN,3,5
ISAM,5733,ADV WINDOWS ADMIN,3,5
ISAM,5931,RESEARCH TOPICS MIS,3,5
ISAM,5939,INDEPENDENT STUDY MIS,3,5
ISAM,6739,INTERNSHIP IN MIS,3,5
ITEC,3312,INTRODUCTION TO SCRIPTING,3,3
ITEC,3335,DATABASE DEVELOPMENT,3,3
ITEC,3351,WEB FUNDAMENTALS,3,3
ITEC,3365,NETWORK FUNDAMENTALS,3,3
ITEC,3381,FORENSIC FUNDAMENTALS,3,3
ITEC,3388,CYBER SECURITY I,3,3
ITEC,4189,INDEPENDENT STUDY IN ITEC,1,4
ITEC,4195,COOPERATIVE EDUCATION WORK TER,1,4
ITEC,4313,EMERGING INFORMATION TECH,3,4
ITEC,4335,DATABASE ADMINISTRATION,3,4
ITEC,4342,IT PROJECT MANAGEMENT,3,4
ITEC,4351,WEB DESIGN,3,4
ITEC,4352,BACKEND WEB DEVELOPMENT,3,4
ITEC,4365,NETWORK ADMINISTRATION,3,4
ITEC,4366,IT SECURITY & DISASTER RECOVER,3,4
ITEC,4379,INTERNSHIP IN INFORMATION TECH,3,4
ITEC,4381,COMPUTER FORENSICS,3,4
ITEC,4382,REGISTRY & INTERNET FORENSICS,3,4
ITEC,4383,CYBER SECURITY II,3,4
ITEC,4388,SENIOR PROJECT,3,4
ITEC,4389,INDEPENDENT STUDY IN ITEC,3,4
ITEC,4391,SELECTED TOPICS IN ITEC,3,4
LEGL,2301,LEGAL ENVIRONMENT OF BUSINESS,3,2
LEGL,3157,INTERNET LEGAL RESEARCH,1,3
LEGL,3307,LEGAL WRTNG AND APPELLATE PROC,3,3
LEGL,3313,INTRO LAW & AMER LEGAL SYSTEM,3,3
LEGL,3342,AM. SYSTEM OF TRIAL BY JURY,3,3
LEGL,3351,LEGAL RESEARCH,3,3
LEGL,3353,INTRO TX RULES PRE-TRIAL CIVIL,3,3
LEGL,4177,STATE BAR - CLE,1,4
LEGL,4189,INDT STUDY IN LEGAL STUDIES,1,4
LEGL,4324,THE US CONST & BILL OF RIGHTS,3,4
LEGL,4325,LEGAL CONCEPTS,3,4
LEGL,4352,FAMILY LAW & PROCEDURES,3,4
LEGL,4353,DISPUTE RESOLUTION,3,4
LEGL,4354,PROPERTY TRANSACTIONS,3,4
LEGL,4355,CRIMINAL LAW & PROCEDURE,3,4
LEGL,4356,TORTS,3,4
LEGL,4359,WILLS PROBATE AND ESTATE ADMIN,3,4
LEGL,4361,TEXAS CONSUMER LAW,3,4
LEGL,4362,ELDER LAW,3,4
LEGL,4363,INFO & DOCUMENT ASSEMBLY SYST,3,4
LEGL,4365,MOCK TRIAL,3,4
LEGL,4368,SEMINAR ON THE U.S. CONSTITUTI,3,4
LEGL,4375,PROFESSIONAL DEVELOPMENT,3,4
LEGL,4377,STATE BAR - CLE,3,4
LEGL,4379,INTERNSHIP IN LEGAL STUDIES,3,4
LEGL,4389,INDT STUDY IN LEGAL STUDIES,3,4
LEGL,4391,SELECTED TOPICS IN LEGAL STUDI,3,4
LEGL,5131,LEGAL CNCPTS FOR BUS PROF,3,5
LEGL,5931,RESEARCH TOPICS IN LEGAL STUDI,3,5
LITR,2321,BRITISH LITERATURE,3,2
LITR,2326,AMERICAN LITERATURE,3,2
LITR,2341,LITERATURE AND EXPERIENCE,3,2
LITR,2371,INTRODUCTION CREATIVE WRITING,3,2
LITR,3301,LITERARY STUD: GENRES & PERSP,3,3
LITR,3302,PRINCIPLES OF COMPOSITION,3,3
LITR,3334,MYTHOLOGY,3,3
LITR,3361,SHAKESPEARE,3,3
LITR,3371,CREATIVE WRITING,3,3
LITR,4189,INDT STUDY IN LITERATURE,1,4
LITR,4301,LITERARY THEORY,3,4
LITR,4304,WORKSHOP IN POETICS,3,4
LITR,4312,CHAUCER,3,4
LITR,4316,16TH- & 17TH-CENTURY BRITISH L,3,4
LITR,4318,RES & 18TH CENT BRITISH LITR,3,4
LITR,4320,ROMANTIC MVMT IN BRITISH LITR,3,4
LITR,4321,JANE AUSTEN,3,4
LITR,4322,VICTORIAN LITERATURE,3,4
LITR,4324,RISE & DEV THE BRITISH NOVEL,3,4
LITR,4326,EARLY AMERICAN LITERATURE,3,4
LITR,4328,THE AMERICAN RENAISSANCE,3,4
LITR,4330,AMERICAN REALISM & NATURALISM,3,4
LITR,4334,THE AMERICAN NOVEL,3,4
LITR,4335,AMERICAN MODERNISM,3,4
LITR,4336,CONTEMP AMERICAN LITERATURE,3,4
LITR,4338,AMERICAN MINORITY LITERATURE,3,4
LITR,4340,AMERICAN IMMIGRANT LITERATURE,3,4
LITR,4342,MODERN AND CONTEMPORARY DRAMA,3,4
LITR,4344,THE MODERN NOVEL,3,4
LITR,4345,CONTEMPORARY NOVEL,3,4
LITR,4346,MEDIEVAL LITERATURE,3,4
LITR,4350,MASTERPIECES OF 19TH C EUR LIT,3,4
LITR,4352,MASTERPIECES OF 20TH C EUR LIT,3,4
LITR,4356,MOD AMERICAN & BRITISH POETRY,3,4
LITR,4358,CONTEMPORARY POETRY,3,4
LITR,4360,FILM AS LITERATURE,3,4
LITR,4362,LITR OF ADOLESCENCE,3,4
LITR,4364,WOMEN IN LITERATURE,3,4
LITR,4366,LITERATURE AND RELIGION,3,4
LITR,4368,LITERATURE OF THE FUTURE,3,4
LITR,4370,TRAGEDY,3,4
LITR,4371,COMEDY,3,4
LITR,4389,INDT STUDY IN LITERATURE,3,4
LITR,4391,SELECTED TOPICS IN LITERATURE,3,4
LITR,5034,WORKSHOP IN POETICS,3,5
LITR,5036,PUBLIC RELATIONS WRITING,3,5
LITR,5037,WRIT FOR TECHNICAL PROFESSIONS,3,5
LITR,5038,WRIT FOR BUSINESS PROFESSIONS,3,5
LITR,5039,EDITING,3,5
LITR,5130,COMPOSITION: THEORY & PRACTICE,3,5
LITR,5131,STUD.IN COMPOSITION & RHETORIC,3,5
LITR,5132,LITERARY THEORY,3,5
LITR,5430,CREATIVE WRITING,3,5
LITR,5431,AMERICAN LITERATURE,3,5
LITR,5434,BRITISH LITR--PRE-RESTORATION,3,5
LITR,5435,BRITISH LITR--RES TO PRESENT,3,5
LITR,5436,MAJOR AUTHORS,3,5
LITR,5437,LITERATURE AND CULTURE,3,5
LITR,5438,LITERATURE AND GENDER,3,5
LITR,5439,"GENRE, MOVEMENT, OR STYLE",3,5
LITR,5739,WRITING CENTER PRACTICUM,3,5
LITR,5831,WORLD/MULTICULTURAL LITERATURE,3,5
LITR,5931,RESEARCH TOPICS IN LITR,3,5
LITR,5939,INDT. STU. IN LITERATURE,3,5
LITR,6739,GRADUATE INTERNSHIP,3,5
LITR,6909,COMPREHENSIVE EXAM,0,5
LITR,6939,MASTER THESIS RESEARCH,3,5
LLAS,2301,LATINA/O & LATIN AMER STD HUMN,3,2
LLAS,2302,LATINA/O & LAT AM STD HU SCI,3,2
LLAS,4309,LATINA/O & LATIN AMER STUDIES,3,4
LLLS,4311,SURVEY OF READING,3,4
LLLS,4312,LITERACY ISSUES SECNDRY STUDNT,3,4
LLLS,4313,CORRECTIVE & REMEDIAL READING,3,4
LLLS,4332,DIAGN & PRESCRIPTIVE READING,3,4
LLLS,4344,READING & WRITING FOR EC-6,3,4
LLLS,4345,SURVEY OF CHILDREN'S LIT,3,4
LLLS,4346,TEACH LANG ARTS IN THE 4-8 CLA,3,4
LLLS,4347,MULTICULTURAL LITERATURE,3,4
LLLS,4348,SELECTING LITERATURE FOR THE V,3,4
LLLS,4351,READING IN CONTENT SUBJECTS,3,4
LLLS,4352,YOUNG ADULT LIT & READ,3,4
LLLS,4364,METHODS IN SCNDRY ENG/LANG ART,3,4
LLLS,4379,PRACTICUM IN CLINICAL READING,3,4
LLLS,4389,INDT STUDY IN READING,3,4
LLLS,4391,TOPICS IN READING,3,4
LLLS,5010,PROF PREP SEM FOR READ SPCLSTS,1,5
LLLS,5012,PROF PREP SEM SCHOOL LIBRARIAN,1,5
LLLS,5131,INTEGRATING THE LANGUAGE ARTS,3,5
LLLS,5133,FOUNDATIONS OF READING,3,5
LLLS,5134,DEV READ PROG EC-8,3,5
LLLS,5135,DEV READ PROG SEC SCHOOL,3,5
LLLS,5137,MOD TRENDS IN LIT/CHILD YNG AD,3,5
LLLS,5531,CRITICAL READING AND THINKING,3,5
LLLS,5532,SELECT LITR MATL FOR YNG ADULT,3,5
LLLS,5533,SELECT LIT MATL FOR CHILDREN,3,5
LLLS,5534,FOUNDATIONS OF SECONDARY LITER,3,5
LLLS,5634,TCHG METH ENG/READ LA 8-12,3,5
LLLS,5635,THE TEACHING OF WRITING,3,5
LLLS,5738,FOUNDATIONS OF EARLY LITERACY,3,5
LLLS,5931,"RES TOPICS IN LIT, LANG & LIBR",3,5
LLLS,5939,"INDT STDY IN LIT, LANG & LIBR",3,5
LLLS,6134,SCHOOL LIBRARY COLLECTION DEVE,3,5
LLLS,6136,LIBRARIANS AS INSTRUCTIONAL PA,3,5
LLLS,6234,LIBRARIANS EMPOWERING LEARNERS,3,5
LLLS,6331,SOCIOLINGUTSTIC APPLIC TO READ,3,5
LLLS,6332,FOUND OF EARLY AND SEC LIT,3,5
LLLS,6333,GENRE STUDIES IN CHILDREN'S &,3,5
LLLS,6334,ADMINISTR OF SCHL LIBRARY SVS,3,5
LLLS,6336,MEDIA & TECHNOLOGY SEL & APP,3,5
LLLS,6338,SCHOOL LIBRARY SYSTEMS & SERVI,3,5
LLLS,6639,LDSHP/CLIN PRACT/ASSMT OF LIT,3,5
LLLS,6732,ASMNT & REMED/READ LA LITERACY,3,5
LLLS,6739,SCHOOL LIBRARY PRACTICUM,3,5
LLLS,6839,PRACTICUM IN SCHOOL LITERACY P,3,5
MATH,1314,COLLEGE ALGEBRA,3,1
MATH,1324,FINITE MATH,3,1
MATH,1325,BUSINESS CALCULUS,3,1
MATH,1332,MATH FOR LIBERAL ARTS,3,1
MATH,1342,ELEMENTARY STAT METHODS,3,1
MATH,1350,FUNDAMENTALS OF MATH I,3,1
MATH,1351,FUNDAMENTALS OF MATH II,3,1
MATH,2305,DISCRETE MATH,3,2
MATH,2315,CALCULUS III,3,2
MATH,2318,LINEAR ALGEBRA,3,2
MATH,2320,DIFFERENTIAL EQUATIONS,3,2
MATH,2412,PRE-CALCULUS MATH,4,2
MATH,2413,CALCULUS I,4,2
MATH,2414,CALCULUS II,4,2
MATH,3300,INTRO MOD. ALG & NUMBER THEORY,3,3
MATH,3301,HISTORY OF MATH SCI,3,3
MATH,3304,ALGEBRA THROUGH TECHNOLOGY,3,3
MATH,3305,EUCLIDIAN/NON-EUCLIDIAN GEOM,3,3
MATH,3306,PROBLEM SOLVING,3,3
MATH,3312,NUMBER THEORY,3,3
MATH,3331,ADVANCED CALCULUS,3,3
MATH,4189,INDT STUDY IN MATHEMATICS,1,4
MATH,4313,INTRO TO TOPOLOGY,3,4
MATH,4315,NUMERICAL ANALYSIS & ITS APPL,3,4
MATH,4316,MATH SOFTWARE APPLICATIONS,3,4
MATH,4321,PREDICATE LOGIC,3,4
MATH,4322,INTRO TO ABSTRACT ALGEBRA,3,4
MATH,4325,THEORY OF MODELS AND APPS,3,4
MATH,4341,INTRO TO ANALYSIS,3,4
MATH,4344,INTRO TO PROBABILITY,3,4
MATH,4345,INTRODUCTION TO STATISTICS,3,4
MATH,4346,PROBABILITY FOR ACTUARIAL EXAM,3,4
MATH,4348,INTRO TO FINANCIAL MATH,3,4
MATH,4350,FINANCIAL ECONOMICS,3,4
MATH,4363,FUNCTIONS OF CMPLX VAR,3,4
MATH,4389,INDT STUDY IN MATHEMATICS,3,4
MATH,4391,SELECT TOPICS IN MATHEMATICS,3,4
MATH,5031,PROBLEM SOLVING STRATEGIES,3,5
MATH,5033,INST APPLICATION OF ALGEBRA,3,5
MATH,5034,GEOMETRY SEMINAR,3,5
MATH,5035,PRECALCULUS-MATH TCHRS 10-14,3,5
MATH,5036,CALCULUS-MATH TCHRS GR 10-14,3,5
MATH,5037,TECHNOLOGY FOR MATH CURRICULUM,3,5
MATH,5131,ABSTRACT ALGEBRA,3,5
MATH,5132,REAL ANALYSIS,3,5
MATH,5133,COMPLEX ANALYSIS,3,5
MATH,5134,LOGIC,3,5
MATH,5136,ORDIN DIFF EQUA AND DYNAM SYS,3,5
